Date,User,Tweet,newTweet,newTweet1,tokens
2014-03-05 12:04:35+00:00,sambitswaraj,Jayalalita's plans not 2 go with left&amp; 3rd front &amp;rather align with Modi is a News Item tht I picked frm @HeadlinesToday &amp; yes it's exciting,Jayalalita plans 2 go left 3rd front rather align Modi News Item tht picked frm HeadlinesToday yes exciting,Jayalalita plans 2 go left 3rd front rather align Modi News Item tht picked frm HeadlinesToday yes exciting,jayalalita plan leave align modi news item tht pick frm headlinestoday yes excite
2014-03-05 11:52:34+00:00,sambitswaraj,@Letstalkmodi @HeadlinesToday running this..that Jayalalita planning to join Modi....,Letstalkmodi HeadlinesToday running Jayalalita planning join Modi,Letstalkmodi HeadlinesToday running Jayalalita planning join Modi,letstalkmodi headlinestoday run jayalalita plan join mod
2014-03-05 11:46:13+00:00,sambitswaraj,J Jayalalita plans to come to the NDA fold..now this is Great News!!,J Jayalalita plans come NDA fold Great News,J Jayalalita plans come NDA fold Great News,jayalalita plan come nda fold great news
2014-03-05 11:39:46+00:00,sambitswaraj,"Congressi Agent AK at d behest of CIA&amp; its Indian Stooges trying his best 2 make a Modi vs Kejri situation,last ditch effort to destabilize?",Congressi Agent AK behest CIA Indian Stooges trying best 2 make Modi vs Kejri situation last ditch effort destabilize,Congressi Agent AK behest CIA Indian Stooges trying best 2 make Modi vs Kejri situation last ditch effort destabilize,congressi agent behest cia indian stooge try best modi kejri situation ditch effort destabilize
2014-03-05 11:06:15+00:00,sambitswaraj,After dumping his home state of Governance...Kejri moves on a Junket to study Governance elsewhere on Donors expenses #ShamelessJunket,dumping home state Governance Kejri moves Junket study Governance elsewhere Donors expenses ShamelessJunket,dumping home state Governance Kejri moves Junket study Governance elsewhere Donors expenses ShamelessJunket,dump home state governance kejri move junket study governance donors expense shamelessjunket
2014-03-05 11:01:26+00:00,sambitswaraj,"I will not follow the ""Constitution"" of India...I will not follow the ""Model Code of Conduct""...because my Name is KkkkkKekriwal",follow Constitution India follow Model Code Conduct Name KkkkkKekriwal,follow Constitution India follow Model Code Conduct Name KkkkkKekriwal,follow constitution india follow model code conduct kkkkkkekriwa
2014-03-05 10:58:43+00:00,sambitswaraj,"Kejriwal crying Foul for having being asked not to violate the Model Code of Conduct is a classic case of ""VIP Syndrome""",Kejriwal crying Foul asked violate Model Code Conduct classic case VIP Syndrome,Kejriwal crying Foul asked violate Model Code Conduct classic case VIP Syndrome,kejriwal cry foul ask violate model code conduct classic case vip syndrome
2014-03-05 09:55:14+00:00,sambitswaraj,"Why is that Samajwad of SP in UP is more for the Buffaloes than the Patients &amp; Doctors-Dr Patra,News24 http://t.co/JsWSrIbfID via @youtube",Samajwad SP Buffaloes Patients Doctors Dr Patra News24 http co JsWSrIbfID via youtube,Samajwad SP Buffaloes Patients Doctors Dr Patra News24 co JsWSrIbfID via youtube,samajwad buffalo patients doctor patra news jswsribfid youtube
2014-03-05 07:32:14+00:00,sambitswaraj,"Elections-the Biggest ""Festival"" of Democracy &amp; Modi the ""Deity"" of this Grand Festival  #ModiKiDilli",Elections Biggest Festival Democracy Modi Deity Grand Festival ModiKiDilli,Elections Biggest Festival Democracy Modi Deity Grand Festival ModiKiDilli,elections biggest festival democracy modi deity grand festival modikid
2014-03-05 07:08:36+00:00,sambitswaraj,"10yrs of ""Ice Age"" of Indian Politics all set to give way to ""Green-Pasture"" Politics under @narendramodi #ModiKiDilli",10yrs Ice Age Indian Politics set give way Green Pasture Politics narendramodi ModiKiDilli,10yrs Ice Age Indian Politics set give way Green Pasture Politics narendramodi ModiKiDilli,yrs ice age indian politics set way green pasture politics narendramodi modikid
2014-03-05 06:53:51+00:00,sambitswaraj,Moral Isolation http://t.co/JEJTvvVjPo,Moral Isolation http co JEJTvvVjPo,Moral Isolation co JEJTvvVjPo,moral isolation jejtvvvjpo
2014-03-05 06:23:24+00:00,sambitswaraj,On @ibnlive at 12noon..do watch..thx,ibnlive 12 noon thx,ibnlive 12 noon thx,bnlive noon thx
2014-03-05 05:39:10+00:00,sambitswaraj,Friends on @News24 after Mr Sampat's PC till 12 noon...thereafter on @ibnlive (CNN-IBN) till 1pm..pls watch..thanks,Friends News24 Mr Sampat PC till 12 noon thereafter ibnlive CNN IBN till 1pm thanks,Friends News24 Mr Sampat PC till 12 noon thereafter ibnlive CNN IBN till 1pm thanks,friends news sampat till noon ibnlive cnn ibn till thank
2014-03-05 04:26:45+00:00,sambitswaraj,Would be on @ZeeNews now at 10am..pls watch..thx,Would ZeeNews 10am thx,Would ZeeNews 10am thx,zeenews thx
2014-03-05 03:04:47+00:00,sambitswaraj,"Who says after all the loot &amp; Plunder one is supposed to rot in Hell..You can even be made the incharge of ""God's Own Land""!!",says loot Plunder one supposed rot Hell even made incharge God Land,says loot Plunder one supposed rot Hell even made incharge God Land,say loot plunder suppose rot hell incharge god land
2014-03-05 02:39:47+00:00,sambitswaraj,The 2009 polls were held in five phases from April 16 to May 13.  http://t.co/IiuG57waPf @IndianExpress,2009 polls held five phases April 16 May 13 http co IiuG57waPf IndianExpress,2009 polls held five phases April 16 May 13 co IiuG57waPf IndianExpress,poll hold phase april iiugwapf indianexpress
2014-03-05 02:26:25+00:00,sambitswaraj,"Friends today (5/3/14) I would be on INDIA NEWS at 9am,@ZeeNews at 10am,@News24 at 11am &amp;@ibnlive (CNN-IBN) at 12noon #ElectionDates ..thx!!",Friends today 5 3 14 would INDIA NEWS 9am ZeeNews 10am News24 11am ibnlive CNN IBN 12noon ElectionDates thx,Friends today 5 3 14 would INDIA NEWS 9am ZeeNews 10am News24 11am ibnlive CNN IBN 12noon ElectionDates thx,friends today india news zeenews news ibnlive cnn ibn noon electiondates thx
2014-03-04 18:14:37+00:00,sambitswaraj,Vote Bank Appeasement takes over the plight of Doctors &amp; Patients...reality of the Kanpur Fiasco @sudhirchaudhary,Vote Bank Appeasement takes plight Doctors Patients reality Kanpur Fiasco sudhirchaudhary,Vote Bank Appeasement takes plight Doctors Patients reality Kanpur Fiasco sudhirchaudhary,vote bank appeasement take plight doctor patients reality kanpur fiasco sudhirchaudhary
2014-03-04 17:58:34+00:00,sambitswaraj,@tajinderbagga @docsaystruth hmm..no rumors should be propelled...anyways we all r with justice...,tajinderbagga docsaystruth rumors propelled anyways r justice,tajinderbagga docsaystruth rumors propelled anyways r justice,tajinderbagga docsaystruth rumor propel anyways justice
2014-03-04 17:47:22+00:00,sambitswaraj,@docsaystruth @tajinderbagga don't you worry No unlawful way is going to harm you..!!,docsaystruth tajinderbagga worry unlawful way going harm,docsaystruth tajinderbagga worry unlawful way going harm,docsaystruth tajinderbagga worry unlawful way go harm
2014-03-04 17:44:51+00:00,sambitswaraj,Congrats @ZeeNews for the fantastic way of bringing out the Plight of Doctors #SaveTheDoctors,Congrats ZeeNews fantastic way bringing Plight Doctors SaveTheDoctors,Congrats ZeeNews fantastic way bringing Plight Doctors SaveTheDoctors,congrats zeenews fantastic way bring plight doctor savethedoctors
2014-03-04 16:37:15+00:00,sambitswaraj,@ramnivaskumar ohh I never knew this...but Jagjeet Singh mesmerises you..&amp;an apt song to welcome a new era in Indian Politics :)),ramnivaskumar ohh never knew Jagjeet Singh mesmerizes apt song welcome new era Indian Politics,ramnivaskumar ohh never knew Jagjeet Singh mesmerizes apt song welcome new era Indian Politics,ramnivaskumar ohh know jagjeet singh mesmerize apt song welcome new era indian politics
2014-03-04 16:35:26+00:00,sambitswaraj,@sumitragoenka hello Sumitraji..how r u n Vineet ji..missing You all.. :)),sumitragoyenka Hello Sumitraji r u n Vineet ji missing u,sumitragoyenka Hello Sumitraji r u n Vineet ji missing u,sumitragoyenka hello sumitraji vineet miss
2014-03-04 16:15:41+00:00,sambitswaraj,"#NaMo Fans welcome Modiji as the PM for 2014 by RTing  Jagjeet Singh's song that I tweeted..""Tere aanee se..sara sahar.""dates comes 2morrow!",NaMo Fans welcome Modiji PM 2014 RATing Jagjit Singh song tweeted Tere aane se sara sahar dates comes 2morrow,NaMo Fans welcome Modiji PM 2014 RATing Jagjit Singh song tweeted Tere aane se sara sahar dates comes 2morrow,namo fan welcome modiji rat jagjit singh song tweet tere aane sara sahar date come morrow
2014-03-04 16:08:53+00:00,sambitswaraj,"""Tere Aanee ki jab Khabar Mahkee...Tere Khushboo Se sara Sahar Mahkee.."" Welcome ""NaMo"" 2014-date of election to be announced tomorrow :) !!",Tere Aani Ki Jab Khabar Mehki Tere Khushboo Se Sara Sahar Mehki Welcome Naamo 2014 Date Election Unannounced Tomorrow,Tere Aani Ki Jab Khabar Mehki Tere Khushboo Se Sara Sahar Mehki Welcome Naamo 2014 Date Election Unannounced Tomorrow,tere aani jab khabar mehki tere khushboo sara sahar mehki welcome naamo date election unannounced tomorrow
2014-03-04 15:56:54+00:00,sambitswaraj,"""Mora Piya mose Bolat Nahi...Dwaar Jiya Ke Kholat Nahi..""..is it my FM singing or is it Lalu singing for Congress?",Mora piya mose bolat nahi Dwar jia ke kholat nahi firm singing Lalu singing Congress,Mora piya mose bolat nahi Dwar jia ke kholat nahi firm singing Lalu singing Congress,mora piya mose bolat nahi dwar jia kholat nahi firm sing lalu sing congress
2014-03-04 15:52:31+00:00,sambitswaraj,"""Isqh Kije phir samajjiyee Jindagi Kya Cheez hai..""hmm AAP governance kije phir samajjiyee Performance Kya Cheez hai..Immortal Jagjeet Singh",Sikh kije phir samajjiyi zindagi kya cheez aap governance kije phir samajjieeee performance kya cheez immortal Jagjit Singh,Sikh kije phir samajjiyi zindagi kya cheez aap governance kije phir samajjieeee performance kya cheez immortal Jagjit Singh,sikh kije phir samajjiyi zindagi kya cheez aap governance kije phir samajjieeee performance kya cheez immortal jagjit singh
2014-03-04 15:11:49+00:00,sambitswaraj,"@amitvikram108 Urmilesh ji was of the view that this Kanpur incident would have been avoided if the Doctor's would have behaved ""Secularly""!",amitvikram108 Urmilesh ji view Kanpur incident would avoided Doctor would behaved Secularly,amitvikram108 Urmilesh ji view Kanpur incident would avoided Doctor would behaved Secularly,amitvikram urmilesh view kanpur incident avoid doctor behave secularly
2014-03-04 14:45:44+00:00,sambitswaraj,"Ha ha ha..thx ""@NitinSir4India: @sambitswaraj @vibhask1 @News24 Really Sir, you were excellent ""आदरनीय भैंस""""",Ha ha ha thx NitinSir4India sambitswaraj vibhask1 News24 Really Sir excellent Dear Buffalo,Ha ha ha thx NitinSir4India sambitswaraj vibhask1 News24 Really Sir excellent Dear Buffalo,thx nitinsirindia sambitswaraj vibhask news sir excellent dear buffalo
2014-03-04 14:38:35+00:00,sambitswaraj,"Thank You so much Vibha ji :) ""@vibhask1: @sambitswaraj excellent on @News24""",Thank much Vibha ji vibhask1 sambitswaraj excellent news24,Thank much Vibha ji vibhask1 sambitswaraj excellent news24,thank vibha vibhask sambitswaraj excellent news
2014-03-04 12:53:28+00:00,sambitswaraj,Friends today(4/3/14) I would be on @News24 at 7pm #SaveTheDoctors ..pls watch..thx,Friends today 4 3 14 would News24 7pm SaveTheDoctors thx,Friends today 4 3 14 would News24 7pm SaveTheDoctors thx,friends today news savethedoctors thx
2014-03-04 12:04:22+00:00,sambitswaraj,Friends on @newsxonline (NEWS X) at 5.30pm #SaveTheDoctors,Friends newsxonline NEWS X 5 30pm SaveTheDoctors,Friends newsxonline NEWS X 5 30pm SaveTheDoctors,friends newsxonline news savethedoctors
2014-03-04 11:15:05+00:00,sambitswaraj,Friends watch me on INDIA NEWS at 5pm #SaveTheDoctors,Friends INDIA NEWS 5pm SaveTheDoctors,Friends INDIA NEWS 5pm SaveTheDoctors,friends india news savethedoctors
2014-03-04 10:47:20+00:00,sambitswaraj,"Thank You Sir for encouraging :) ""@IamSrivatsanV: @sambitswaraj @ZeeNews i really admire ur debating skills Dr""",Thank Sir encouraging IamSrivatsanV sambitswaraj ZeeNews really admire ur debating skills Dr,Thank Sir encouraging IamSrivatsanV sambitswaraj ZeeNews really admire ur debating skills Dr,thank sir encourage iamsrivatsanv sambitswaraj zeenews admire debate skills
2014-03-04 10:41:25+00:00,sambitswaraj,Naturally those who Loot the Natural assets of India hv better knowledge @ZeeNews:Narendra Modi has no knowledge of Geography:Digvijay Singh,Naturally Loot Natural assets India hv better knowledge ZeeNews Narendra Modi knowledge Geography Digvijay Singh,Naturally Loot Natural assets India hv better knowledge ZeeNews Narendra Modi knowledge Geography Digvijay Singh,naturally loot natural assets india better knowledge zeenews narendra modi knowledge geography digvijay singh
2014-03-04 07:58:32+00:00,sambitswaraj,"Doctors themselves hv to..who else do u expect hmm ""@ChorSipahi: @sambitswaraj who will talk about pathetic salary of docs?""",Doctors hv else u expect ChorSipahi sambitswaraj talk pathetic salary docs,Doctors hv else u expect ChorSipahi sambitswaraj talk pathetic salary docs,doctor expect chorsipahi sambitswaraj talk pathetic salary docs
2014-03-04 07:56:16+00:00,sambitswaraj,As Usual the Prime Minister's Office was aware of the Lutyens Delhi Land Scam..but still chose to look towards the other side..WHY??,Usual Prime Minister Office aware Lutyens Delhi Land Scam still chose look towards side,Usual Prime Minister Office aware Lutyens Delhi Land Scam still chose look towards side,usual prime minister office aware lutyens delhi land scam choose look
2014-03-04 07:52:22+00:00,sambitswaraj,Friends today (4/3/14) I would stand for #DoctorsUnited #SaveTheDoctors on INDIA NEWS at 5pm..pls watch..thx,Friends today 4 3 14 would stand DoctorsUnited SaveTheDoctors INDIA NEWS 5pm thx,Friends today 4 3 14 would stand DoctorsUnited SaveTheDoctors INDIA NEWS 5pm thx,friends today stand doctorsunited savethedoctors india news thx
2014-03-04 07:49:33+00:00,sambitswaraj,"Land worth Rs 10,000Crores approved to be given off for Construction at a meager Rs 65Crores,by UD Ministry to Edvert Keventers of DLF, WHY?",Land worth Rs 10 000Crores approved given Construction meager Rs 65Crores UD Ministry Edvert Keventers DLF,Land worth Rs 10 000Crores approved given Construction meager Rs 65Crores UD Ministry Edvert Keventers DLF,land worth crores approve give construction meager crores ministry edvert keventers dlf
2014-03-04 07:45:21+00:00,sambitswaraj,"You have Passed with Flying colours ;) ""@rocksboiling: @sambitswaraj Option
1)Pappu Ki MAA 
2)Pappu 
3)Pappu Ke JIJA
4)All of the Above""",possessed flying colors rokshboilling Sambeetswaraj option 1 Pappu Ki Maa 2 Pappu 3 Pappu K Jeeza 4,possessed flying colors rokshboilling Sambeetswaraj option 1 Pappu Ki Maa 2 Pappu 3 Pappu K Jeeza 4,possess fly color rokshboilling sambeetswaraj option pappu maa pappu pappu jeeza
2014-03-04 07:34:44+00:00,sambitswaraj,AIIMS Protests against the Political Atrocities against Doctors in Kanpur #DoctorsUnited #SaveTheDoctors,AIIMS Protests Political Atrocities Doctors Kanpur DoctorsUnited SaveTheDoctors,AIIMS Protests Political Atrocities Doctors Kanpur DoctorsUnited SaveTheDoctors,aiims protest political atrocities doctor kanpur doctorsunited savethedoctors
